shipment_id,date,route,region,delivery_type,weight_kg,volume_m3,status
GF0001369,2023-01-05,Dubai-Sharjah,Sharjah,Standard,4.3,0.0854,Completed
GF0013230,2023-08-11,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.54,0.0355,Completed
GF0010653,2023-06-12,Sharjah-Fujairah,Northern Emirates,Standard,0.88,0.0186,Completed
GF0030034,2024-04-05,Dubai-Sharjah,Sharjah,Standard,21.75,0.0218,Completed
GF0031441,2024-05-07,Dubai-Riyadh,KSA,Standard,3.57,0.0982,Completed
GF0016325,2023-10-04,Abu Dhabi-Al Ain,Abu Dhabi,Standard,6.5,0.0969,Completed
GF0006225,2023-03-16,Dubai-RAK,Northern Emirates,Same-Day,1.88,0.01,Completed
GF0004910,2023-02-24,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.18,0.025,Completed
GF0013761,2023-08-22,Dubai-RAK,Northern Emirates,Express,7.88,0.0872,Completed
GF0008335,2023-04-22,Dubai-Riyadh,KSA,Standard,5.64,0.0449,Completed
GF0008653,2023-04-28,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.16,0.015,Completed
GF0016647,2023-10-09,Dubai-RAK,Northern Emirates,Express,2.81,0.0104,Completed
GF0031443,2024-05-07,Dubai-Riyadh,KSA,Standard,12.13,0.0152,Completed
GF0004315,2023-02-16,Abu Dhabi-Muscat,Oman,Same-Day,1.09,0.01,Completed
GF0024995,2024-01-23,Dubai-RAK,Northern Emirates,Standard,7.58,0.01,Completed
GF0026610,2024-02-13,Dubai-Riyadh,KSA,Standard,9.82,0.0287,Completed
GF0018816,2023-11-08,Dubai-RAK,Northern Emirates,Standard,11.01,0.0655,Completed
GF0008091,2023-04-17,Dubai-Riyadh,KSA,Standard,3.5,0.0774,Completed
GF0016601,2023-10-09,Dubai-Riyadh,KSA,Same-Day,5.06,0.0161,Completed
GF0001926,2023-01-13,Abu Dhabi-Al Ain,Abu Dhabi,Standard,11.47,0.0424,Completed
GF0016382,2023-10-05,Dubai-Sharjah,Sharjah,Standard,22.15,0.0844,Completed
GF0022166,2023-12-18,Dubai-Sharjah,Sharjah,Standard,0.5,0.112,Completed
GF0031856,2024-05-16,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.86,0.0216,Completed
GF0022159,2023-12-18,Dubai-Sharjah,Sharjah,Standard,23.62,0.0588,Completed
GF0032448,2024-05-29,Dubai-Riyadh,KSA,Standard,2.31,0.0263,Completed
GF0026246,2024-02-08,Abu Dhabi-Al Ain,Unknown,Same-Day,3.72,0.0164,Completed
GF0029471,2024-03-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,11.75,0.0123,Completed
GF0026444,2024-02-09,Sharjah-Fujairah,Northern Emirates,Express,2.84,0.0577,Completed
GF0004122,2023-02-14,Abu Dhabi-Muscat,Oman,Standard,26.61,0.01,Completed
GF0022861,2023-12-26,Abu Dhabi-Al Ain,Abu Dhabi,Standard,25.12,0.01,Completed
GF0028996,2024-03-20,Sharjah-Fujairah,Northern Emirates,Standard,14.27,0.01,Completed
GF0015411,2023-09-20,Dubai-RAK,Northern Emirates,Same-Day,0.56,0.0147,Completed
GF0014137,2023-08-30,Sharjah-Fujairah,Northern Emirates,Express,0.5,0.0245,Completed
GF0027204,2024-02-21,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.96,0.0329,Completed
GF0016010,2023-09-29,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.03,0.01,Completed
GF0030147,2024-04-08,Abu Dhabi-Muscat,Oman,Standard,6.76,0.0298,Completed
GF0012654,2023-08-01,Abu Dhabi-Muscat,Oman,Standard,0.5,0.0219,Completed
GF0015854,2023-09-27,Sharjah-Fujairah,Northern Emirates,Express,0.5,0.033,Completed
GF0014692,2023-09-08,Dubai-Riyadh,KSA,Express,9.84,0.0157,Completed
GF0006561,2023-03-22,Abu Dhabi-Muscat,Oman,Express,8.37,0.0362,Completed
GF0013628,2023-08-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,18.51,0.1045,Completed
GF0013643,2023-08-18,Dubai-Riyadh,KSA,Standard,9.64,0.01,Completed
GF0003308,2023-02-01,Dubai-Sharjah,Sharjah,Standard,11.77,0.0826,Completed
GF0007977,2023-04-14,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.74,0.0575,Completed
GF0025564,2024-01-30,Dubai-RAK,Northern Emirates,Same-Day,2.99,0.0138,Completed
GF0007885,2023-04-13,Abu Dhabi-Al Ain,Abu Dhabi,Standard,26.92,0.0343,Completed
GF0017207,2023-10-17,Dubai-Abu Dhabi,Abu Dhabi,Express,5.13,0.0222,Completed
GF0024831,2024-01-20,Dubai-RAK,Unknown,Standard,3.18,0.0742,Completed
GF0015326,2023-09-19,Sharjah-Fujairah,Northern Emirates,Standard,9.54,0.0319,Completed
GF0023629,2024-01-05,Abu Dhabi-Muscat,Oman,Standard,4.15,0.0377,Completed
GF0030234,2024-04-12,Dubai-Riyadh,KSA,Express,2.21,0.0305,Completed
GF0029959,2024-04-04,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.27,0.0645,Completed
GF0018873,2023-11-09,Dubai-RAK,Northern Emirates,Standard,3.87,0.0488,Completed
GF0003129,2023-01-30,Dubai-Abu Dhabi,Abu Dhabi,Express,11.84,0.02,Completed
GF0006841,2023-03-27,Abu Dhabi-Muscat,Oman,Express,4.85,0.01,Completed
GF0001217,2023-01-04,Abu Dhabi-Muscat,Oman,Express,2.52,0.0125,Completed
GF0024700,2024-01-18,Dubai-RAK,Northern Emirates,Standard,30.7,0.0372,Completed
GF0005528,2023-03-07,Dubai-Sharjah,Sharjah,Express,5.16,0.0311,Completed
GF0023858,2024-01-08,Dubai-RAK,Northern Emirates,Express,0.5,0.01,Completed
GF0031659,2024-05-12,Abu Dhabi-Muscat,Oman,Standard,17.53,0.0304,Completed
GF0008757,2023-05-01,Abu Dhabi-Al Ain,Abu Dhabi,Standard,10.88,0.0366,Completed
GF0020234,2023-11-24,Sharjah-Fujairah,Northern Emirates,Express,1.88,0.0357,Completed
GF0019462,2023-11-14,Abu Dhabi-Muscat,Oman,Same-Day,3.32,0.01,Completed
GF0003320,2023-02-01,Dubai-Riyadh,KSA,Express,3.87,0.0212,Completed
GF0001758,2023-01-11,Abu Dhabi-Muscat,Oman,Express,4.24,0.01,Completed
GF0024898,2024-01-22,Sharjah-Fujairah,Northern Emirates,Standard,7.69,0.0632,Completed
GF0017098,2023-10-14,Abu Dhabi-Muscat,Oman,Same-Day,1.8,0.01,Completed
GF0025136,2024-01-24,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.8,0.0588,Completed
GF0008080,2023-04-17,Dubai-Riyadh,KSA,Standard,1.05,0.01,Completed
GF0017358,2023-10-18,Dubai-Riyadh,KSA,Express,3.79,0.0499,Completed
GF0025805,2024-02-01,Dubai-RAK,Northern Emirates,Standard,1.94,0.0576,Completed
GF0027193,2024-02-21,Dubai-RAK,Northern Emirates,Standard,12.28,0.0938,Completed
GF0028920,2024-03-19,Dubai-Sharjah,Sharjah,Standard,4.28,0.0924,Completed
GF0023489,2024-01-04,Dubai-Riyadh,KSA,Express,0.5,0.0247,Completed
GF0028506,2024-03-13,Sharjah-Fujairah,Northern Emirates,Standard,0.53,0.0117,Completed
GF0004353,2023-02-16,Dubai-Sharjah,Unknown,Express,0.5,0.01,Completed
GF0005084,2023-02-27,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.01,0.017,Completed
GF0018083,2023-10-30,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.76,0.01,Completed
GF0005093,2023-02-28,Dubai-RAK,Northern Emirates,Standard,2.77,0.0255,Completed
GF0022608,2023-12-22,Dubai-Abu Dhabi,Abu Dhabi,Express,13.58,0.01,Completed
GF0001573,2023-01-09,Dubai-RAK,Northern Emirates,Standard,0.5,0.0139,Completed
GF0013353,2023-08-15,Dubai-Riyadh,KSA,Standard,0.94,0.0969,Completed
GF0012131,2023-07-18,Dubai-Riyadh,KSA,Express,0.56,0.0554,Completed
GF0016188,2023-10-03,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.52,0.0239,Completed
GF0014151,2023-08-30,Abu Dhabi-Al Ain,Abu Dhabi,Standard,16.62,0.01,Completed
GF0004744,2023-02-22,Dubai-Abu Dhabi,Abu Dhabi,Standard,1.14,0.0439,Completed
GF0012262,2023-07-21,Sharjah-Fujairah,Northern Emirates,Standard,8.9,0.0353,Completed
GF0006436,2023-03-20,Dubai-Riyadh,KSA,Standard,9.91,0.068,Completed
GF0004154,2023-02-14,Dubai-Riyadh,KSA,Standard,4.18,0.0516,Completed
GF0022490,2023-12-21,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.52,0.0432,Completed
GF0029595,2024-03-28,Dubai-Abu Dhabi,Abu Dhabi,Express,3.38,0.01,Completed
GF0010296,2023-06-05,Abu Dhabi-Muscat,Oman,Express,1.2,0.0321,Completed
GF0024497,2024-01-17,Abu Dhabi-Muscat,Oman,Standard,28.67,0.01,Completed
GF0012265,2023-07-21,Dubai-Sharjah,Sharjah,Express,3.87,0.01,Completed
GF0006121,2023-03-15,Sharjah-Fujairah,Northern Emirates,Express,3.94,0.0517,Completed
GF0030384,2024-04-16,Abu Dhabi-Muscat,Oman,Standard,10.3,0.0833,Completed
GF0026776,2024-02-14,Dubai-Sharjah,Sharjah,Standard,2.81,0.1148,Completed
GF0024218,2024-01-12,Dubai-Sharjah,Sharjah,Standard,17.38,0.0196,Completed
GF0009161,2023-05-09,Dubai-Sharjah,Sharjah,Standard,3.67,0.0152,Completed
GF0007148,2023-03-30,Dubai-Sharjah,Sharjah,Standard,4.45,0.0293,Completed
GF0029785,2024-04-01,Sharjah-Fujairah,Northern Emirates,Standard,1.91,0.0247,Completed
GF0011752,2023-07-10,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.87,0.0769,Completed
GF0002346,2023-01-19,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0014963,2023-09-13,Dubai-Sharjah,Sharjah,Same-Day,1.83,0.01,Completed
GF0029458,2024-03-27,Abu Dhabi-Muscat,Oman,Standard,0.53,0.0178,Completed
GF0010936,2023-06-19,Abu Dhabi-Muscat,Oman,Express,2.21,0.0115,Completed
GF0012365,2023-07-25,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.74,0.0331,Completed
GF0027801,2024-02-29,Dubai-Sharjah,Sharjah,Express,1.56,0.0243,Completed
GF0006601,2023-03-22,Dubai-Sharjah,Sharjah,Standard,4.72,0.01,Completed
GF0031022,2024-04-29,Dubai-RAK,Northern Emirates,Express,2.44,0.0298,Completed
GF0007438,2023-04-05,Dubai-RAK,Northern Emirates,Standard,27.51,0.0686,Completed
GF0023992,2024-01-10,Dubai-RAK,Northern Emirates,Standard,19.42,0.0245,Completed
GF0031840,2024-05-15,Abu Dhabi-Muscat,Oman,Express,0.5,0.0191,Completed
GF0001345,2023-01-05,Dubai-Riyadh,KSA,Standard,1.24,0.0337,Completed
GF0003095,2023-01-30,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.68,0.0495,Completed
GF0020770,2023-12-01,Sharjah-Fujairah,Northern Emirates,Express,6.39,0.0393,Completed
GF0029531,2024-03-27,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.44,0.0804,Completed
GF0033659,2024-06-27,Dubai-Sharjah,Sharjah,Express,3.17,0.01,Completed
GF0027554,2024-02-26,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0014761,2023-09-09,Dubai-Riyadh,KSA,Standard,0.72,0.0283,Completed
GF0011747,2023-07-10,Dubai-Sharjah,Sharjah,Standard,17.87,0.0841,Completed
GF0031183,2024-05-01,Abu Dhabi-Al Ain,Abu Dhabi,Express,4.55,0.0329,Completed
GF0030523,2024-04-18,Abu Dhabi-Al Ain,Abu Dhabi,Express,9.1,0.01,Completed
GF0006803,2023-03-24,Dubai-RAK,Northern Emirates,Express,4.25,0.0225,Completed
GF0022409,2023-12-20,Abu Dhabi-Muscat,Oman,Standard,0.5,0.0377,Completed
GF0006523,2023-03-21,Dubai-Riyadh,KSA,Standard,0.5,0.01,Completed
GF0020834,2023-12-01,Dubai-Abu Dhabi,Abu Dhabi,Standard,15.21,0.01,Completed
GF0003119,2023-01-30,Dubai-RAK,Northern Emirates,Standard,8.56,0.0133,Completed
GF0008578,2023-04-27,Dubai-Sharjah,Sharjah,Standard,26.01,0.0236,Completed
GF0029948,2024-04-03,Abu Dhabi-Al Ain,Abu Dhabi,Standard,6.58,0.0347,Completed
GF0031978,2024-05-17,Abu Dhabi-Muscat,Oman,Same-Day,0.56,0.0264,Completed
GF0005985,2023-03-15,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.81,0.0376,Completed
GF0033022,2024-06-11,Dubai-Riyadh,KSA,Same-Day,0.5,0.0193,Completed
GF0017632,2023-10-23,Abu Dhabi-Muscat,Oman,Express,2.73,0.0408,Completed
GF0004517,2023-02-20,Dubai-Abu Dhabi,Abu Dhabi,Express,5.8,0.0463,Completed
GF0007916,2023-04-13,Dubai-RAK,Northern Emirates,Standard,9.79,0.0483,Completed
GF0010625,2023-06-12,Dubai-Sharjah,Sharjah,Standard,1.32,0.0853,Completed
GF0010648,2023-06-12,Dubai-Abu Dhabi,Abu Dhabi,Standard,21.1,0.0123,Completed
GF0006915,2023-03-28,Sharjah-Fujairah,Northern Emirates,Same-Day,0.92,0.0175,Completed
GF0008251,2023-04-19,Abu Dhabi-Muscat,Oman,Express,4.22,0.0201,Completed
GF0023458,2024-01-03,Abu Dhabi-Muscat,Oman,Standard,0.84,0.0191,Completed
GF0010254,2023-06-02,Abu Dhabi-Muscat,Oman,Express,6.21,0.0338,Completed
GF0023564,2024-01-04,Dubai-Sharjah,Sharjah,Standard,2.11,0.0129,Completed
GF0002496,2023-01-20,Dubai-RAK,Northern Emirates,Same-Day,3.35,0.01,Completed
GF0027419,2024-02-23,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.28,0.112,Completed
GF0013896,2023-08-24,Abu Dhabi-Muscat,Oman,Standard,14.68,0.0179,Completed
GF0029417,2024-03-26,Abu Dhabi-Muscat,Oman,Express,1.4,0.0104,Completed
GF0005955,2023-03-14,Sharjah-Fujairah,Northern Emirates,Same-Day,1.89,0.01,Completed
GF0013154,2023-08-10,Dubai-Riyadh,KSA,Standard,3.17,0.0782,Completed
GF0026627,2024-02-13,Dubai-Sharjah,Sharjah,Standard,19.99,0.01,Completed
GF0004929,2023-02-24,Abu Dhabi-Muscat,Oman,Express,2.67,0.1153,Completed
GF0005556,2023-03-07,Dubai-Riyadh,KSA,Express,1.54,0.01,Completed
GF0028395,2024-03-11,Dubai-Sharjah,Sharjah,Express,9.1,0.0671,Completed
GF0014981,2023-09-13,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.5,0.0291,Completed
GF0025349,2024-01-26,Dubai-Sharjah,Sharjah,Express,6.07,0.0407,Completed
GF0007517,2023-04-06,Dubai-RAK,Northern Emirates,Standard,0.5,0.0288,Completed
GF0023624,2024-01-05,Sharjah-Fujairah,Northern Emirates,Standard,8.67,0.0956,Completed
GF0025362,2024-01-26,Dubai-Riyadh,KSA,Standard,1.29,0.0489,Completed
GF0007672,2023-04-10,Dubai-Abu Dhabi,Abu Dhabi,Express,8.53,0.01,Completed
GF0008743,2023-05-01,Dubai-RAK,Northern Emirates,Same-Day,0.5,0.01,Completed
GF0013863,2023-08-24,Abu Dhabi-Muscat,Oman,Standard,20.89,0.0251,Completed
GF0019109,2023-11-10,Dubai-Abu Dhabi,Abu Dhabi,Express,2.13,0.01,Completed
GF0008303,2023-04-20,Dubai-Abu Dhabi,Abu Dhabi,Standard,16.79,0.01,Completed
GF0011408,2023-07-03,Dubai-RAK,Northern Emirates,Standard,10.46,0.01,Completed
GF0019654,2023-11-16,Dubai-Riyadh,KSA,Express,5.96,0.0214,Completed
GF0009090,2023-05-08,Dubai-RAK,Northern Emirates,Standard,10.91,0.1178,Completed
GF0020842,2023-12-01,Sharjah-Fujairah,Northern Emirates,Standard,23.67,0.0325,Completed
GF0025776,2024-02-01,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.64,0.01,Completed
GF0025884,2024-02-02,Dubai-Riyadh,KSA,Standard,19.1,0.1042,Completed
GF0014144,2023-08-30,Abu Dhabi-Muscat,Oman,Express,5.56,0.0225,Completed
GF0019530,2023-11-15,Dubai-RAK,Northern Emirates,Express,4.8,0.0513,Completed
GF0027206,2024-02-21,Dubai-Riyadh,KSA,Standard,1.94,0.0983,Completed
GF0022888,2023-12-26,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.64,0.01,Completed
GF0024975,2024-01-22,Sharjah-Fujairah,Northern Emirates,Standard,3.51,0.0459,Completed
GF0024826,2024-01-19,Dubai-Sharjah,Sharjah,Same-Day,1.46,0.01,Completed
GF0013735,2023-08-22,Dubai-Sharjah,Sharjah,Standard,11.8,0.01,Completed
GF0028782,2024-03-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,24.57,0.0123,Completed
GF0005372,2023-03-03,Abu Dhabi-Muscat,Oman,Standard,1.12,0.0508,Completed
GF0013802,2023-08-23,Dubai-Sharjah,Sharjah,Express,1.19,0.021,Completed
GF0013542,2023-08-17,Dubai-Riyadh,KSA,Standard,0.53,0.0704,Completed
GF0025799,2024-02-01,Dubai-Sharjah,Sharjah,Standard,8.98,0.0626,Completed
GF0028089,2024-03-06,Dubai-Riyadh,KSA,Standard,0.93,0.0196,Completed
GF0013296,2023-08-14,Dubai-RAK,Northern Emirates,Standard,6.52,0.01,Completed
GF0009485,2023-05-17,Abu Dhabi-Muscat,Oman,Standard,4.62,0.0783,Completed
GF0002791,2023-01-25,Dubai-RAK,Northern Emirates,Standard,1.53,0.01,Completed
GF0017511,2023-10-20,Dubai-Riyadh,KSA,Standard,3.78,0.0915,Completed
GF0026321,2024-02-08,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.37,0.01,Completed
GF0026639,2024-02-13,Sharjah-Fujairah,Northern Emirates,Express,4.05,0.0276,Completed
GF0030861,2024-04-25,Dubai-Sharjah,Sharjah,Standard,31.28,0.0985,Completed
GF0005209,2023-03-01,Dubai-RAK,Northern Emirates,Same-Day,1.56,0.01,Completed
GF0027495,2024-02-26,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.56,0.0452,Completed
GF0023007,2023-12-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.9,0.0565,Completed
GF0007248,2023-03-31,Abu Dhabi-Muscat,Oman,Standard,5.3,0.0153,Completed
GF0007689,2023-04-10,Abu Dhabi-Muscat,Oman,Standard,16.55,0.0437,Completed
GF0021467,2023-12-11,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.32,0.1011,Completed
GF0008893,2023-05-03,Abu Dhabi-Muscat,Oman,Express,6.66,0.0117,Completed
GF0017190,2023-10-16,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0237,Completed
GF0029558,2024-03-28,Sharjah-Fujairah,Northern Emirates,Standard,1.59,0.0191,Completed
GF0015462,2023-09-20,Dubai-Riyadh,KSA,Standard,41.19,0.0183,Completed
GF0017834,2023-10-25,Abu Dhabi-Muscat,Oman,Express,0.91,0.015,Completed
GF0010619,2023-06-12,Sharjah-Fujairah,Northern Emirates,Standard,3.29,0.0445,Completed
GF0005968,2023-03-14,Abu Dhabi-Muscat,Oman,Same-Day,0.5,0.01,Completed
GF0002815,2023-01-26,Dubai-RAK,Northern Emirates,Express,0.5,0.0302,Completed
GF0033019,2024-06-11,Abu Dhabi-Muscat,Oman,Standard,3.14,0.0286,Completed
GF0023023,2023-12-27,Dubai-RAK,Northern Emirates,Standard,7.9,0.0546,Completed
GF0001222,2023-01-04,Dubai-Sharjah,Sharjah,Same-Day,4.75,0.0286,Completed
GF0021667,2023-12-13,Dubai-Abu Dhabi,Unknown,Standard,17.75,0.0591,Completed
GF0009247,2023-05-11,Dubai-Sharjah,Sharjah,Standard,4.88,0.0115,Completed
GF0006186,2023-03-15,Dubai-Sharjah,Sharjah,Express,2.61,0.0274,Completed
GF0016016,2023-09-29,Dubai-Riyadh,KSA,Standard,0.5,0.0316,Completed
GF0007246,2023-03-31,Dubai-RAK,Northern Emirates,Express,15.24,0.0213,Completed
GF0018982,2023-11-10,Dubai-Riyadh,KSA,Standard,4.11,0.0786,Completed
GF0010362,2023-06-06,Abu Dhabi-Muscat,Oman,Standard,6.85,0.01,Completed
GF0004662,2023-02-21,Sharjah-Fujairah,Northern Emirates,Express,1.14,0.0309,Completed
GF0013244,2023-08-11,Abu Dhabi-Al Ain,Abu Dhabi,Standard,12.97,0.0304,Completed
GF0031263,2024-05-02,Dubai-Riyadh,KSA,Standard,0.82,0.0129,Completed
GF0029370,2024-03-26,Sharjah-Fujairah,Northern Emirates,Express,1.91,0.0808,Completed
GF0013594,2023-08-18,Dubai-Abu Dhabi,Abu Dhabi,Express,1.9,0.0322,Completed
GF0021967,2023-12-16,Sharjah-Fujairah,Northern Emirates,Standard,3.0,0.0306,Completed
GF0002866,2023-01-26,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.09,0.01,Completed
GF0025230,2024-01-25,Dubai-Riyadh,KSA,Standard,8.36,0.1016,Completed
GF0003231,2023-01-31,Dubai-Abu Dhabi,Abu Dhabi,Standard,12.59,0.0196,Completed
GF0027941,2024-03-04,Abu Dhabi-Muscat,Oman,Express,5.01,0.0181,Completed
GF0026495,2024-02-11,Dubai-Abu Dhabi,Abu Dhabi,Standard,12.77,0.01,Completed
GF0028694,2024-03-15,Dubai-Riyadh,KSA,Express,0.72,0.036,Completed
GF0030782,2024-04-24,Dubai-RAK,Northern Emirates,Express,3.1,0.01,Completed
GF0025949,2024-02-04,Dubai-Riyadh,KSA,Standard,38.66,0.0287,Completed
GF0021553,2023-12-12,Dubai-Sharjah,Sharjah,Same-Day,0.5,0.01,Completed
GF0030714,2024-04-22,Sharjah-Fujairah,Northern Emirates,Standard,1.13,0.0102,Completed
GF0030152,2024-04-08,Dubai-Sharjah,Sharjah,Express,3.83,0.0165,Completed
GF0026063,2024-02-06,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0016481,2023-10-06,Abu Dhabi-Muscat,Oman,Express,0.5,0.0601,Completed
GF0017434,2023-10-19,Dubai-Sharjah,Sharjah,Express,5.44,0.0239,Completed
GF0026824,2024-02-15,Dubai-Abu Dhabi,Unknown,Standard,2.89,0.0453,Completed
GF0014538,2023-09-06,Sharjah-Fujairah,Northern Emirates,Standard,18.02,0.0546,Completed
GF0019121,2023-11-10,Sharjah-Fujairah,Northern Emirates,Standard,5.29,0.0647,Completed
GF0018389,2023-11-02,Dubai-Riyadh,KSA,Standard,1.39,0.1036,Completed
GF0009815,2023-05-24,Dubai-Riyadh,KSA,Express,9.26,0.01,Completed
GF0001911,2023-01-13,Sharjah-Fujairah,Northern Emirates,Express,0.75,0.0527,Completed
GF0015065,2023-09-14,Abu Dhabi-Muscat,Oman,Same-Day,2.65,0.0121,Completed
GF0024582,2024-01-17,Dubai-Sharjah,Sharjah,Express,0.7,0.01,Completed
GF0014822,2023-09-11,Dubai-Abu Dhabi,Abu Dhabi,Express,3.02,0.0294,Completed
GF0028880,2024-03-19,Dubai-RAK,Northern Emirates,Express,0.5,0.0291,Completed
GF0008640,2023-04-27,Dubai-Sharjah,Sharjah,Express,1.15,0.0586,Completed
GF0003564,2023-02-06,Dubai-RAK,Northern Emirates,Standard,3.44,0.0332,Completed
GF0007921,2023-04-13,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.5,0.0347,Completed
GF0003310,2023-02-01,Abu Dhabi-Muscat,Oman,Standard,5.83,0.01,Completed
GF0012189,2023-07-20,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.08,0.1014,Completed
GF0022434,2023-12-20,Abu Dhabi-Muscat,Unknown,Standard,1.17,0.0432,Completed
GF0018698,2023-11-07,Sharjah-Fujairah,Northern Emirates,Standard,17.94,0.0701,Completed
GF0015459,2023-09-20,Dubai-RAK,Northern Emirates,Express,3.87,0.0529,Completed
GF0005884,2023-03-13,Dubai-Riyadh,KSA,Standard,9.78,0.0676,Completed
GF0020791,2023-12-01,Sharjah-Fujairah,Northern Emirates,Standard,2.21,0.0277,Completed
GF0011697,2023-07-07,Sharjah-Fujairah,Northern Emirates,Standard,1.86,0.0269,Completed
GF0010273,2023-06-02,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.87,0.029,Completed
GF0029526,2024-03-27,Abu Dhabi-Muscat,Unknown,Standard,0.5,0.0418,Completed
GF0022649,2023-12-22,Sharjah-Fujairah,Northern Emirates,Standard,3.82,0.01,Completed
GF0006332,2023-03-17,Abu Dhabi-Muscat,Oman,Standard,20.02,0.0276,Completed
GF0011628,2023-07-06,Abu Dhabi-Muscat,Oman,Standard,4.23,0.01,Completed
GF0016980,2023-10-13,Dubai-Abu Dhabi,Abu Dhabi,Express,2.87,0.1115,Completed
GF0005974,2023-03-14,Sharjah-Fujairah,Northern Emirates,Express,4.3,0.1112,Completed
GF0003229,2023-01-31,Dubai-Riyadh,KSA,Standard,2.92,0.01,Completed
GF0023198,2023-12-29,Dubai-RAK,Northern Emirates,Express,6.16,0.0432,Completed
GF0015458,2023-09-20,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.74,0.0216,Completed
GF0016837,2023-10-11,Dubai-RAK,Northern Emirates,Express,0.68,0.0454,Completed
GF0003034,2023-01-29,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.82,0.1083,Completed
GF0030143,2024-04-08,Dubai-Abu Dhabi,Abu Dhabi,Express,0.5,0.0593,Completed
GF0028528,2024-03-13,Dubai-RAK,Northern Emirates,Standard,5.23,0.0115,Completed
GF0009610,2023-05-19,Dubai-Sharjah,Sharjah,Express,7.11,0.0196,Completed
GF0008969,2023-05-05,Dubai-Riyadh,KSA,Standard,10.17,0.0492,Completed
GF0002281,2023-01-19,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0030768,2024-04-23,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.88,0.01,Completed
GF0023179,2023-12-29,Dubai-Riyadh,KSA,Express,5.43,0.01,Completed
GF0023779,2024-01-08,Abu Dhabi-Al Ain,Abu Dhabi,Standard,17.41,0.0122,Completed
GF0010792,2023-06-15,Abu Dhabi-Muscat,Oman,Same-Day,0.5,0.01,Completed
GF0019183,2023-11-11,Dubai-RAK,Northern Emirates,Standard,10.05,0.063,Completed
GF0024210,2024-01-12,Dubai-Riyadh,KSA,Standard,4.68,0.0863,Completed
GF0026829,2024-02-15,Sharjah-Fujairah,Northern Emirates,Express,4.82,0.0534,Completed
GF0033012,2024-06-11,Dubai-Riyadh,KSA,Same-Day,2.18,0.018,Completed
GF0029664,2024-03-29,Sharjah-Fujairah,Northern Emirates,Express,2.89,0.01,Completed
GF0031068,2024-04-29,Dubai-RAK,Northern Emirates,Express,0.5,0.01,Completed
GF0012896,2023-08-06,Abu Dhabi-Muscat,Oman,Standard,3.38,0.0236,Completed
GF0030691,2024-04-22,Sharjah-Fujairah,Northern Emirates,Standard,0.63,0.0328,Completed
GF0003059,2023-01-30,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.64,0.0333,Completed
GF0014915,2023-09-12,Sharjah-Fujairah,Northern Emirates,Standard,1.37,0.0478,Completed
GF0013215,2023-08-11,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.3,0.0702,Completed
GF0033262,2024-06-18,Dubai-Sharjah,Sharjah,Same-Day,3.79,0.01,Completed
GF0009639,2023-05-22,Dubai-Sharjah,Sharjah,Standard,2.76,0.0431,Completed
